employee_id,department,region,tenure,role_level,work_mode,wave,q01,q02,q03,q04,q05,q06,q07,q08,q09,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,uwes_1,uwes_2,uwes_3,pers_1,pers_2,pers_3,tech_1,tech_2,tech_3,just_1,just_2,psys_1,psys_2,esg_1,esg_2
E0624,H,India,1-3y,junior,hybrid,2,5.0,5.0,5.0,10.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,9.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0
E0625,K,US,<1y,junior,remote,2,2.0,3.0,4.0,6.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0
E0626,H,Israel,<1y,mid,remote,2,5.0,5.0,5.0,10.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,8.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0
E0627,R,Israel,3-5y,junior,hybrid,2,4.0,5.0,5.0,9.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,7.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,2.0
E0628,Other (24),US,1-3y,junior,hybrid,2,5.0,4.0,5.0,7.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,6.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0
E0629,Other (24),UK,3-5y,mid,onsite,2,3.0,4.0,3.0,7.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,2.0,4.0,7.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0
E0630,F,Israel,>5y,mid,hybrid,2,5.0,4.0,4.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,8.0,4.0,3.0,5.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0
E0631,K,Israel,>5y,senior,onsite,2,3.0,3.0,3.0,9.0,5.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0
E0632,B,Israel,<1y,senior,hybrid,2,5.0,4.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,6.0,5.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0
E0633,O,US,1-3y,senior,hybrid,2,3.0,4.0,5.0,7.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0
E0634,O,Israel,1-3y,mid,hybrid,2,3.0,4.0,5.0,7.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,7.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0
E0635,R,US,1-3y,junior,hybrid,2,4.0,3.0,3.0,6.0,2.0,5.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,7.0,4.0,3.0,3.0,3.0,2.0,2.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0
E0636,J,US,<1y,junior,hybrid,2,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,7.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0
E0637,B,Israel,>5y,mid,hybrid,2,4.0,5.0,4.0,8.0,4.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,10.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0
E0638,R,Israel,<1y,senior,hybrid,2,3.0,3.0,4.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,2.0,2.0,8.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0
E0639,Other (24),Europe,1-3y,senior,remote,2,4.0,5.0,4.0,9.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,5.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0
E0640,O,US,>5y,junior,remote,2,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,6.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0
E0641,N,Europe,1-3y,mid,hybrid,2,2.0,3.0,4.0,6.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0
E0642,Other (24),India,3-5y,junior,hybrid,2,4.0,4.0,3.0,6.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,9.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,4.0
E0643,E,UK,>5y,mid,hybrid,2,4.0,5.0,4.0,8.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,6.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0
E0644,D,US,3-5y,lead,hybrid,2,4.0,3.0,4.0,8.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,9.0,3.0,4.0,4.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,5.0
E0645,G,Europe,<1y,junior,hybrid,2,4.0,4.0,3.0,7.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,8.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
E0646,F,Europe,<1y,senior,hybrid,2,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,8.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
E0647,Q,Israel,1-3y,mid,remote,2,4.0,3.0,3.0,6.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,4.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,7.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0
E0648,Other (24),US,<1y,junior,remote,2,2.0,4.0,5.0,7.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,2.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0
E0649,A,India,1-3y,mid,onsite,2,4.0,4.0,4.0,7.0,5.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,1.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,8.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0
E0650,F,US,<1y,lead,remote,2,2.0,4.0,3.0,8.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,7.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0
E0651,A,US,<1y,mid,onsite,2,2.0,5.0,3.0,9.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,1.0,5.0,6.0,4.0,1.0,5.0,4.0,3.0,2.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0
E0652,L,UK,1-3y,mid,onsite,2,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0
E0653,R,India,>5y,lead,hybrid,2,3.0,5.0,3.0,7.0,5.0,4.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,5.0,3.0,2.0,5.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0
E0654,B,Israel,1-3y,mid,hybrid,2,3.0,4.0,4.0,8.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,9.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
E0655,Other (24),UK,3-5y,junior,hybrid,2,4.0,3.0,4.0,8.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,4.0,9.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0
E0656,Other (24),UK,1-3y,junior,remote,2,2.0,2.0,2.0,6.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,8.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0
E0657,I,UK,>5y,junior,hybrid,2,4.0,4.0,5.0,10.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,9.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0
E0658,R,Europe,>5y,lead,hybrid,2,4.0,5.0,3.0,8.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,8.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
E0659,N,UK,>5y,mid,remote,2,4.0,4.0,3.0,6.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,4.0,7.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0
E0660,C,UK,1-3y,mid,remote,2,4.0,2.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,9.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,3.0
E0661,J,UK,>5y,junior,hybrid,2,4.0,4.0,3.0,7.0,4.0,3.0,3.0,5.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,6.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0
E0662,Other (24),UK,3-5y,mid,hybrid,2,4.0,3.0,2.0,7.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,1.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0
E0663,E,UK,<1y,lead,remote,2,2.0,4.0,4.0,7.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,7.0,4.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,3.0
E0664,Other (24),US,1-3y,mid,hybrid,2,5.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,8.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0
E0665,D,Israel,3-5y,senior,hybrid,2,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,8.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0
E0666,C,US,1-3y,junior,remote,2,4.0,3.0,5.0,7.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,8.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,2.0
E0667,N,US,1-3y,senior,onsite,2,4.0,5.0,5.0,8.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0
E0668,Other (24),Europe,3-5y,senior,hybrid,2,3.0,3.0,4.0,6.0,4.0,5.0,3.0,2.0,2.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,9.0,4.0,1.0,4.0,1.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0
E0669,P,UK,3-5y,mid,hybrid,2,3.0,4.0,2.0,7.0,4.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,7.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0
E0670,Other (24),Europe,3-5y,junior,remote,2,5.0,4.0,4.0,8.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,7.0,3.0,2.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0
E0671,L,UK,1-3y,mid,remote,2,4.0,3.0,4.0,6.0,2.0,5.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,8.0,3.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
E0672,C,UK,3-5y,junior,hybrid,2,4.0,4.0,5.0,9.0,5.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,8.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0
E0673,B,India,1-3y,mid,remote,2,4.0,2.0,5.0,7.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,8.0,5.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0
E0674,N,UK,<1y,mid,hybrid,2,4.0,2.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,6.0,3.0,5.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0
E0675,P,US,<1y,mid,onsite,2,3.0,5.0,5.0,8.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,7.0,4.0,2.0,5.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0
E0676,H,Europe,3-5y,mid,onsite,2,5.0,4.0,5.0,10.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,7.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0
E0677,Other (24),US,1-3y,mid,hybrid,2,3.0,4.0,4.0,8.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,4.0,8.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0
E0678,I,Europe,1-3y,junior,hybrid,2,3.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,7.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0
E0679,M,US,1-3y,lead,hybrid,2,4.0,3.0,5.0,6.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,8.0,4.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0
E0680,P,India,>5y,mid,hybrid,2,4.0,5.0,4.0,10.0,5.0,4.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,5.0,2.0,5.0,1.0,1.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0
E0681,Q,Israel,<1y,senior,hybrid,2,5.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,10.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0
E0682,C,Europe,1-3y,senior,hybrid,2,4.0,4.0,4.0,8.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,8.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0
E0683,Other (24),UK,<1y,senior,remote,2,5.0,4.0,4.0,8.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,7.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0
E0684,L,Europe,1-3y,mid,hybrid,2,5.0,4.0,5.0,6.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,10.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0
E0685,F,Europe,<1y,junior,remote,2,3.0,3.0,1.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,9.0,1.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0
